,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
646,"{'text': 'this is my nighttime routine it starts', 'start': 0.28, 'duration': 4.4}","{'text': 'with me watching the sunset outside with', 'start': 2.6, 'duration': 4.56}","{'text': 'bare feet connected to the ground then I', 'start': 4.68, 'duration': 4.24}","{'text': 'eat some dinner usually try to finish', 'start': 7.16, 'duration': 4.16}","{'text': ""dinner a few hours before I'm going to"", 'start': 8.92, 'duration': 4.96}","{'text': ""sleep if I'm doing any work after dark"", 'start': 11.32, 'duration': 3.72}","{'text': ""I'll take the blue light out of my"", 'start': 13.88, 'duration': 3.76}","{'text': 'screen on my computer and my phone and', 'start': 15.04, 'duration': 5.36}","{'text': ""I'll unplug the Wi-Fi to my house no"", 'start': 17.64, 'duration': 5.0}","{'text': ""emfs while I'm sleeping inside I'll turn"", 'start': 20.4, 'duration': 4.56}","{'text': 'on red lights turn off Wi-Fi and', 'start': 22.64, 'duration': 4.32}","{'text': 'Bluetooth on my phone and listen to', 'start': 24.96, 'duration': 4.159}","{'text': 'theta waves while I put my feet up on', 'start': 26.96, 'duration': 4.36}","{'text': 'the wall to relax at the end of a day', 'start': 29.119, 'duration': 5.44}","{'text': 'and let my brain', 'start': 31.32, 'duration': 3.239}","{'text': ""quiet put some earplugs in and I'm off"", 'start': 34.96, 'duration': 7.439}","{'text': ""to sleep that's how I end my day"", 'start': 37.8, 'duration': 4.599}",,,,,,,,,,,,,,,,,,,
647,"{'text': 'there are essentially construction dust', 'start': 0.04, 'duration': 4.88}","{'text': 'iron filings added to weedies you could', 'start': 2.72, 'duration': 4.639}","{'text': 'use a magnet to pull out the iron', 'start': 4.92, 'duration': 4.799}","{'text': 'filings in weedies and other cereals and', 'start': 7.359, 'duration': 4.2}","{'text': 'I did it I took this box of weedies I', 'start': 9.719, 'duration': 4.08}","{'text': 'put it in a blender I blended it up I', 'start': 11.559, 'duration': 4.24}","{'text': 'added water to it to make this weedies', 'start': 13.799, 'duration': 4.681}","{'text': 'mush let it sit for about 20 minutes and', 'start': 15.799, 'duration': 5.441}","{'text': 'then I used my magnet and all that black', 'start': 18.48, 'duration': 5.639}","{'text': 'stuff right there that is literally iron', 'start': 21.24, 'duration': 5.16}","{'text': 'filings literal construction material', 'start': 24.119, 'duration': 3.641}","{'text': 'they have a long list of vitamins and', 'start': 26.4, 'duration': 3.24}","{'text': 'minerals on the side of the Box tricking', 'start': 27.76, 'duration': 3.04}","{'text': 'you into the thinking that this is a', 'start': 29.64, 'duration': 3.52}","{'text': 'health food not so fast synthetic', 'start': 30.8, 'duration': 3.68}","{'text': 'vitamins and minerals on the side of a', 'start': 33.16, 'duration': 3.079}","{'text': 'weedies box when these are added to', 'start': 34.48, 'duration': 3.72}","{'text': ""Foods they're not as bioavailable"", 'start': 36.239, 'duration': 3.761}","{'text': ""they're often in inorganic forms like"", 'start': 38.2, 'duration': 4.16}","{'text': 'the iron is in this box of wheedies as', 'start': 40.0, 'duration': 4.0}","{'text': 'opposed to things like heem iron which', 'start': 42.36, 'duration': 4.08}","{'text': 'is in meat or organs like liver or heart', 'start': 44.0, 'duration': 4.16}","{'text': 'much more bioavailable much easier for', 'start': 46.44, 'duration': 3.36}","{'text': ""the body to incorporate because that's"", 'start': 48.16, 'duration': 3.48}","{'text': ""what we've been doing for millions of"", 'start': 49.8, 'duration': 5.16}","{'text': 'years of human evolution', 'start': 51.64, 'duration': 3.32}",,,,,,,,,,
648,"{'text': ""your McDonald's chicken nuggets contain"", 'start': 0.16, 'duration': 4.639}","{'text': '30 ingredients I used to love these as a', 'start': 2.52, 'duration': 4.44}","{'text': 'kid too I ate too many of them now that', 'start': 4.799, 'duration': 4.121}","{'text': ""I know what's in them it's kind of scary"", 'start': 6.96, 'duration': 3.04}","{'text': 'I think part of the reason that I was', 'start': 8.92, 'duration': 2.48}","{'text': 'kind of a fat kid is because my parents', 'start': 10.0, 'duration': 2.88}","{'text': 'let me eat way too much junk food like', 'start': 11.4, 'duration': 3.0}","{'text': 'this there are four different types of', 'start': 12.88, 'duration': 3.88}","{'text': 'seed oils corn oil canola oil soybean', 'start': 14.4, 'duration': 4.56}","{'text': 'oil and hydrogenated soybean oil there', 'start': 16.76, 'duration': 3.84}","{'text': ""is chicken in here but there's also"", 'start': 18.96, 'duration': 3.04}","{'text': 'bleached white flour which can be', 'start': 20.6, 'duration': 2.72}","{'text': 'bleached with harmful chemicals like', 'start': 22.0, 'duration': 3.76}","{'text': 'chlorine dioxide or benzo dioxide', 'start': 23.32, 'duration': 3.799}","{'text': ""there's also multiple preservatives in"", 'start': 25.76, 'duration': 2.8}","{'text': 'chicken nuggets including aluminum', 'start': 27.119, 'duration': 3.281}","{'text': 'phosphate excess amounts ofum in the', 'start': 28.56, 'duration': 3.119}","{'text': 'human diet have been associated with', 'start': 30.4, 'duration': 2.76}","{'text': 'increased rates of dementia and', 'start': 31.679, 'duration': 2.801}","{'text': ""Alzheimer's disease that's not even"", 'start': 33.16, 'duration': 2.919}","{'text': 'talking about the sauces sweet and sour', 'start': 34.48, 'duration': 3.52}","{'text': 'sauce first ingredient high fructose', 'start': 36.079, 'duration': 4.081}","{'text': 'corn syrup also contains soybean oil', 'start': 38.0, 'duration': 4.68}","{'text': 'ranch sauce first ingredient soybean oil', 'start': 40.16, 'duration': 4.12}","{'text': 'do not eat chicken nuggets do not let', 'start': 42.68, 'duration': 3.08}","{'text': 'your children eat chicken nuggets as', 'start': 44.28, 'duration': 4.16}","{'text': 'Americans we get more than 60% of our', 'start': 45.76, 'duration': 4.4}","{'text': 'calories as Ultra processed foods like', 'start': 48.44, 'duration': 4.4}","{'text': ""this it's no wonder that so many of us"", 'start': 50.16, 'duration': 4.32}","{'text': 'are fat sick and unhealthy The Way', 'start': 52.84, 'duration': 3.68}","{'text': 'Forward is clear eating less ultr', 'start': 54.48, 'duration': 4.28}","{'text': 'processed food more unprocessed', 'start': 56.52, 'duration': 5.24}","{'text': 'nutrient-rich Foods', 'start': 58.76, 'duration': 3.0}",,,
649,"{'text': 'this is how I order at restaurants you', 'start': 0.16, 'duration': 4.159}","{'text': 'can look at a menu at a steakhouse most', 'start': 1.76, 'duration': 4.48}","{'text': 'of the steaks if you ask them are not', 'start': 4.319, 'duration': 3.44}","{'text': ""cooked in seed ears I'm going to ask the"", 'start': 6.24, 'duration': 2.92}","{'text': ""waiter if they're cooking in seed oils"", 'start': 7.759, 'duration': 3.201}","{'text': ""but I don't think they are oysters are"", 'start': 9.16, 'duration': 3.76}","{'text': 'also super safe I probably will avoid', 'start': 10.96, 'duration': 3.52}","{'text': 'most of the sauces not going to drink', 'start': 12.92, 'duration': 3.4}","{'text': 'with tap water you can get bottled water', 'start': 14.48, 'duration': 3.799}","{'text': 'at a rest this is how you order I would', 'start': 16.32, 'duration': 6.28}","{'text': ""like the grass-fed ribey 14 oz I didn't"", 'start': 18.279, 'duration': 7.121}","{'text': 'medium rare and the 8 oz fet minan', 'start': 22.6, 'duration': 4.24}","{'text': 'medium rare can you tell me how the', 'start': 25.4, 'duration': 2.6}","{'text': 'steaks are cooked I just want to make', 'start': 26.84, 'duration': 3.199}","{'text': 'sure there are no seed oils touching the', 'start': 28.0, 'duration': 4.68}","{'text': 'than no seed just put it in a kind of', 'start': 30.039, 'duration': 4.761}","{'text': 'Tallow pure Tallow and then we are going', 'start': 32.68, 'duration': 6.28}","{'text': 'to season it with salt sear and oil', 'start': 34.8, 'duration': 6.2}","{'text': ""awesome thank you so here's the steak"", 'start': 38.96, 'duration': 3.24}","{'text': 'definitely not going to eat a tomato', 'start': 41.0, 'duration': 2.48}","{'text': ""with parsley I'm not going to put any"", 'start': 42.2, 'duration': 3.039}","{'text': 'steak sauce on there they just did steak', 'start': 43.48, 'duration': 3.88}","{'text': 'with salt cooked in Tallow no seed oils', 'start': 45.239, 'duration': 3.041}","{'text': 'and I even asked them about the', 'start': 47.36, 'duration': 2.679}","{'text': ""mushrooms there's no seed oils in the"", 'start': 48.28, 'duration': 4.36}","{'text': 'mushrooms just butter wine or solid', 'start': 50.039, 'duration': 3.921}","{'text': ""reduction I generally don't need a lot"", 'start': 52.64, 'duration': 2.96}","{'text': 'of fungus lot of mushrooms but with', 'start': 53.96, 'duration': 3.32}","{'text': ""mushrooms it's probably pretty benign"", 'start': 55.6, 'duration': 5.88}","{'text': 'this is how I eat at restaurants easy', 'start': 57.28, 'duration': 4.2}",,,,,,
650,"{'text': 'I ate a lot of meat a lot of bone broth', 'start': 0.04, 'duration': 4.279}","{'text': 'a lot of organs I had such great', 'start': 2.24, 'duration': 3.76}","{'text': 'pregnancies I think that was a big part', 'start': 4.319, 'duration': 3.52}","{'text': ""of it I don't doubt it I mean this is so"", 'start': 6.0, 'duration': 3.639}","{'text': 'evolutionarily consistent if you go to', 'start': 7.839, 'duration': 3.441}","{'text': 'cultures around the world this is what', 'start': 9.639, 'duration': 3.441}","{'text': 'they do you know I went to Tanzania I', 'start': 11.28, 'duration': 3.12}","{'text': 'spent time with the hza some of the last', 'start': 13.08, 'duration': 2.84}","{'text': '100 gatherers left on the planet when a', 'start': 14.4, 'duration': 2.84}","{'text': ""woman's pregnant or wants to get"", 'start': 15.92, 'duration': 2.84}","{'text': 'pregnant they feed them organs and meat', 'start': 17.24, 'duration': 3.72}","{'text': ""we've known this this is human wisdom"", 'start': 18.76, 'duration': 3.4}","{'text': ""that's been forgotten and it's"", 'start': 20.96, 'duration': 2.92}","{'text': 'especially like you said especially for', 'start': 22.16, 'duration': 3.84}","{'text': ""women it's been kind of programmed out"", 'start': 23.88, 'duration': 5.12}","{'text': 'of us something intuitively told me to', 'start': 26.0, 'duration': 5.96}","{'text': 'eat the liver so I ate it and I had was', 'start': 29.0, 'duration': 6.48}","{'text': 'bouncing off the walls', 'start': 31.96, 'duration': 3.52}",,,,,,,,,,,,,,,,,,
651,"{'text': ""here's why you should eat more fermented"", 'start': 0.04, 'duration': 4.2}","{'text': ""foods look I'm a fan of these you got"", 'start': 1.839, 'duration': 4.761}","{'text': ""pickles in here you've got sauerkraut"", 'start': 4.24, 'duration': 4.68}","{'text': 'down here with just cabbage water and', 'start': 6.6, 'duration': 5.039}","{'text': ""salt in there you've got cfir here these"", 'start': 8.92, 'duration': 4.24}","{'text': 'are all fermented foods we know that', 'start': 11.639, 'duration': 3.92}","{'text': 'fermented foods raise the diversity of', 'start': 13.16, 'duration': 3.92}","{'text': 'your gut Flora we call this Alpha', 'start': 15.559, 'duration': 3.161}","{'text': 'diversity in studies fermented foods', 'start': 17.08, 'duration': 3.199}","{'text': ""raise the alpha diversity and that's"", 'start': 18.72, 'duration': 2.799}","{'text': 'usually going to be beneficial for your', 'start': 20.279, 'duration': 2.681}","{'text': ""gut fiber doesn't raise the alpha"", 'start': 21.519, 'duration': 3.441}","{'text': 'diversity fermented foods raise the alha', 'start': 22.96, 'duration': 4.0}","{'text': 'diversity sauerkraut when you ferment', 'start': 24.96, 'duration': 3.8}","{'text': 'the Cabbage it gets rid of most of the', 'start': 26.96, 'duration': 3.76}","{'text': 'anti-nutrients pickles especially when', 'start': 28.76, 'duration': 3.679}","{'text': ""they're fermented properly pickles are"", 'start': 30.72, 'duration': 4.24}","{'text': 'great cfir very beneficial for your gut', 'start': 32.439, 'duration': 3.761}","{'text': 'all of these will increase the op of', 'start': 34.96, 'duration': 2.64}","{'text': 'diversity but getting more fermented', 'start': 36.2, 'duration': 3.4}","{'text': 'foods probably a good thing for most', 'start': 37.6, 'duration': 5.639}","{'text': 'humans especially if you have gut issues', 'start': 39.6, 'duration': 3.639}",,,,,,,,,,,,,,
652,"{'text': 'there are 800 gallons of truly raw milk', 'start': 0.12, 'duration': 6.759}","{'text': 'fermenting in this stainless steel vat', 'start': 4.279, 'duration': 4.961}","{'text': ""to make raw cafir it's one of my"", 'start': 6.879, 'duration': 4.8}","{'text': 'favorite foods on the planet raw dairy', 'start': 9.24, 'duration': 4.559}","{'text': 'especially raw fermented dairy like raw', 'start': 11.679, 'duration': 4.761}","{'text': 'cafir has been shown repeatedly to be', 'start': 13.799, 'duration': 4.681}","{'text': 'beneficial for the human gut this is', 'start': 16.44, 'duration': 4.599}","{'text': 'food as medicine and it is incredible to', 'start': 18.48, 'duration': 4.6}","{'text': 'see it being made here raw milk is', 'start': 21.039, 'duration': 4.361}","{'text': 'brought into the factory gently warmed', 'start': 23.08, 'duration': 5.599}","{'text': 'to 76° and fermented until the pH drops', 'start': 25.4, 'duration': 6.08}","{'text': 'to around 3.8 this cafir will be ready', 'start': 28.679, 'duration': 5.04}","{'text': 'tomorrow if you have gut issues', 'start': 31.48, 'duration': 4.44}","{'text': 'including raw dairy in the form of raw', 'start': 33.719, 'duration': 4.881}","{'text': 'milk raw cafir raw butter or raw cheese', 'start': 35.92, 'duration': 5.0}","{'text': 'in your diet will definitely improve', 'start': 38.6, 'duration': 4.56}","{'text': 'those', 'start': 40.92, 'duration': 2.24}",,,,,,,,,,,,,,,,,,,
653,"{'text': 'this farm raay salmon is actually this', 'start': 0.32, 'duration': 6.88}","{'text': 'color but they add color to it to make', 'start': 2.919, 'duration': 6.441}","{'text': 'it look like wild salmon which it is', 'start': 7.2, 'duration': 4.16}","{'text': 'nothing like farm rais salmon is raised', 'start': 9.36, 'duration': 5.08}","{'text': ""in underwater pens it's fed GMO corn GMO"", 'start': 11.36, 'duration': 5.52}","{'text': 'soy poo and medications to prevent', 'start': 14.44, 'duration': 4.04}","{'text': 'overgrowth of bacterial infections', 'start': 16.88, 'duration': 3.72}","{'text': ""because it's so unhealthy all fish is"", 'start': 18.48, 'duration': 3.92}","{'text': 'going to accumulate some heavy metals', 'start': 20.6, 'duration': 3.4}","{'text': 'which is not a good thing but wild', 'start': 22.4, 'duration': 3.199}","{'text': 'salmon is a much better choice than any', 'start': 24.0, 'duration': 3.439}","{'text': 'Atlantic salmon all Atlantic salmon is', 'start': 25.599, 'duration': 3.881}","{'text': 'going to be farm raised and we know that', 'start': 27.439, 'duration': 4.8}","{'text': 'these chemical pcbs pbdes are endocrine', 'start': 29.48, 'duration': 5.0}","{'text': ""disruptors yes it's an animal food it's"", 'start': 32.239, 'duration': 3.881}","{'text': 'not a plant food but this is one of my', 'start': 34.48, 'duration': 4.239}","{'text': 'least favorite', 'start': 36.12, 'duration': 2.599}",,,,,,,,,,,,,,,,,,,
654,"{'text': 'this is how plant-based ground beef is', 'start': 0.32, 'duration': 4.959}","{'text': 'made you take some soy protein', 'start': 2.879, 'duration': 5.201}","{'text': 'concentrate sunflower oil soy leg', 'start': 5.279, 'duration': 4.961}","{'text': 'hemoglobin then you add some methyl', 'start': 8.08, 'duration': 4.679}","{'text': 'cellulose which is basically sawdust and', 'start': 10.24, 'duration': 4.76}","{'text': 'this is how real ground beef is made', 'start': 12.759, 'duration': 3.921}","{'text': ""I've got some grass bed brass finish"", 'start': 15.0, 'duration': 3.84}","{'text': 'regeneratively raised beef from a cow', 'start': 16.68, 'duration': 3.679}","{'text': 'that I actually helped with the', 'start': 18.84, 'duration': 4.16}","{'text': 'slaughter of take a grinder and out', 'start': 20.359, 'duration': 6.0}","{'text': 'comes real fresh ground beef full of', 'start': 23.0, 'duration': 5.199}","{'text': 'nutrients bioavailable vitamins and', 'start': 26.359, 'duration': 4.84}","{'text': 'minerals no garbage no seed oils no soy', 'start': 28.199, 'duration': 5.161}","{'text': 'leg hemoglobin no soy protein', 'start': 31.199, 'duration': 4.561}","{'text': 'concentrate that is just nutrient-dense', 'start': 33.36, 'duration': 4.4}","{'text': ""food for humans that's how real ground"", 'start': 35.76, 'duration': 3.92}","{'text': 'beef is made which is more appetizing to', 'start': 37.76, 'duration': 6.08}","{'text': 'you eat real meat and thrive', 'start': 39.68, 'duration': 4.16}",,,,,,,,,,,,,,,,,,
655,"{'text': 'the vast major majority of food', 'start': 0.08, 'duration': 5.96}","{'text': 'contributing to our emission crisis lies', 'start': 2.84, 'duration': 5.96}","{'text': 'in meat and dairy products we already', 'start': 6.04, 'duration': 6.559}","{'text': 'know that a plant plant power diet is', 'start': 8.8, 'duration': 6.16}","{'text': 'better for your physical and mental', 'start': 12.599, 'duration': 5.081}","{'text': 'health and I am living proof of that but', 'start': 14.96, 'duration': 7.319}","{'text': 'the reality is it is better for the', 'start': 17.68, 'duration': 7.2}","{'text': 'planet what to say that a plant- power', 'start': 22.279, 'duration': 4.281}","{'text': 'diet is better for your health is just a', 'start': 24.88, 'duration': 3.479}","{'text': 'complete misunderstanding there are so', 'start': 26.56, 'duration': 3.879}","{'text': 'many nutrients that occur in animal meat', 'start': 28.359, 'duration': 3.88}","{'text': 'and organs that are not found in plants', 'start': 30.439, 'duration': 3.28}","{'text': 'and to say that is better for greenhouse', 'start': 32.239, 'duration': 4.0}","{'text': 'gas emissions is also false because', 'start': 33.719, 'duration': 4.0}","{'text': 'plants represent more of the greenhouse', 'start': 36.239, 'duration': 3.601}","{'text': 'gas emissions then animals and', 'start': 37.719, 'duration': 3.561}","{'text': 'especially than ruminant animals like', 'start': 39.84, 'duration': 3.84}","{'text': 'cows greenhouse gas emissions from', 'start': 41.28, 'duration': 5.48}","{'text': 'agricultural livestock total 3.7%', 'start': 43.68, 'duration': 5.64}","{'text': 'contribution of which 1.9% is from', 'start': 46.76, 'duration': 5.2}","{'text': 'cattle and across all livestock 86% of', 'start': 49.32, 'duration': 5.44}","{'text': 'what is fed to animals is not fit for', 'start': 51.96, 'duration': 4.439}","{'text': 'human consumption meat is healthy for', 'start': 54.76, 'duration': 5.16}","{'text': 'humans end of story', 'start': 56.399, 'duration': 3.521}",,,,,,,,,,,,
656,"{'text': 'is the beef at Subway real beef are the', 'start': 0.04, 'duration': 4.319}","{'text': ""meatballs pure meat let's go find out"", 'start': 1.68, 'duration': 4.159}","{'text': 'the meatball marinara are those', 'start': 4.359, 'duration': 4.001}","{'text': 'meatballs like all those are pure meat', 'start': 5.839, 'duration': 4.161}","{'text': 'is there anything in them except I think', 'start': 8.36, 'duration': 3.92}","{'text': 'so yeah Subway is a restaurant that', 'start': 10.0, 'duration': 5.879}","{'text': 'advertises itself as healthy fast food', 'start': 12.28, 'duration': 5.8}","{'text': 'so I wanted to know what was in a', 'start': 15.879, 'duration': 3.56}","{'text': 'meatball sub this is one of my favorite', 'start': 18.08, 'duration': 2.68}","{'text': 'Subs growing up you would think that', 'start': 19.439, 'duration': 3.201}","{'text': 'these beef meatballs would be', 'start': 20.76, 'duration': 3.32}","{'text': 'potentially all meat but you would be', 'start': 22.64, 'duration': 3.76}","{'text': 'wrong the meatballs contain textured soy', 'start': 24.08, 'duration': 4.92}","{'text': 'protein and soy protein the meatballs', 'start': 26.4, 'duration': 4.44}","{'text': 'also contain seed oils they contain', 'start': 29.0, 'duration': 4.079}","{'text': 'soybean oil is it any Wonder guys that', 'start': 30.84, 'duration': 4.0}","{'text': 'so many of our youth so many people', 'start': 33.079, 'duration': 4.48}","{'text': 'looking for fast healthy options are', 'start': 34.84, 'duration': 4.52}","{'text': 'still not able to lose weight are', 'start': 37.559, 'duration': 3.721}","{'text': 'unhealthy are sick this to me is just', 'start': 39.36, 'duration': 4.24}","{'text': 'criminal as humans we need to have', 'start': 41.28, 'duration': 5.599}","{'text': 'access to good quality unprocessed', 'start': 43.6, 'duration': 4.84}","{'text': 'nutrient-rich food that is not', 'start': 46.879, 'duration': 2.961}","{'text': 'adulterated with a bunch of stuff like', 'start': 48.44, 'duration': 3.68}","{'text': 'this', 'start': 49.84, 'duration': 2.28}",,,,,,,,,,,
657,"{'text': 'so I went to medical school not once was', 'start': 0.52, 'duration': 4.96}","{'text': 'nutrition discussed and not once were we', 'start': 3.0, 'duration': 4.48}","{'text': 'challenged as Physicians or physicians', 'start': 5.48, 'duration': 3.88}","{'text': 'in training to think what is the root', 'start': 7.48, 'duration': 4.84}","{'text': ""cause of my patient issue it's just and"", 'start': 9.36, 'duration': 4.64}","{'text': 'this is important too we need to know', 'start': 12.32, 'duration': 3.959}","{'text': 'this as as doctors this is the drug that', 'start': 14.0, 'duration': 4.4}","{'text': 'I give in this situation so we know we', 'start': 16.279, 'duration': 4.121}","{'text': 'have knee-jerk reactions you got eczema', 'start': 18.4, 'duration': 3.16}","{'text': 'I know the drug for you you got', 'start': 20.4, 'duration': 2.76}","{'text': 'psoriasis I know the drug you got', 'start': 21.56, 'duration': 3.2}","{'text': 'ashimoto thyroiditis or autoimmune', 'start': 23.16, 'duration': 4.039}","{'text': 'thyroiditis I got the drugs for you but', 'start': 24.76, 'duration': 4.12}","{'text': 'we never think wait a minute why do you', 'start': 27.199, 'duration': 3.801}","{'text': ""have eczema what's caus why do you have"", 'start': 28.88, 'duration': 4.76}","{'text': 'depression why does anyone have anxiety', 'start': 31.0, 'duration': 4.92}","{'text': ""right and that is where that's that's"", 'start': 33.64, 'duration': 4.04}","{'text': 'where I think I went left when a lot of', 'start': 35.92, 'duration': 3.2}","{'text': ""my colleagues went right that's the"", 'start': 37.68, 'duration': 4.719}","{'text': 'question I think we need to be asking', 'start': 39.12, 'duration': 3.279}",,,,,,,,,,,,,,,,
658,"{'text': 'honey is a health food I love having', 'start': 0.04, 'duration': 5.0}","{'text': 'local raw honey in my life and my diet', 'start': 2.56, 'duration': 4.879}","{'text': 'so much that I got my own little Hive I', 'start': 5.04, 'duration': 5.28}","{'text': 'used to think honey was just sugar but', 'start': 7.439, 'duration': 4.481}","{'text': 'then I looked at this medical literature', 'start': 10.32, 'duration': 2.88}","{'text': ""there's very interesting evidence that"", 'start': 11.92, 'duration': 3.759}","{'text': 'honey improves testosterone in men', 'start': 13.2, 'duration': 4.8}","{'text': 'lowers estrogen and honey has been shown', 'start': 15.679, 'duration': 4.281}","{'text': 'to improve insulin sensitivity in', 'start': 18.0, 'duration': 3.68}","{'text': 'diabetics I think that honey can be a', 'start': 19.96, 'duration': 3.52}","{'text': 'healthy part of an animal- based diet', 'start': 21.68, 'duration': 4.519}","{'text': 'based around meat and organs with fruit', 'start': 23.48, 'duration': 5.0}","{'text': ""and raw dairy don't fear this but look"", 'start': 26.199, 'duration': 4.801}","{'text': 'for Organic Raw and locally produced', 'start': 28.48, 'duration': 6.239}","{'text': 'preferably free of glyphosate', 'start': 31.0, 'duration': 3.719}",,,,,,,,,,,,,,,,,,,,,
659,"{'text': 'this is how you open a young coconut in', 'start': 0.08, 'duration': 3.839}","{'text': 'Costa Rica first way super simple there', 'start': 1.839, 'duration': 4.56}","{'text': 'are three little eyes on top the biggest', 'start': 3.919, 'duration': 4.8}","{'text': 'eye is soft you can take a metal straw', 'start': 6.399, 'duration': 4.561}","{'text': ""push it right in there and you've got a"", 'start': 8.719, 'duration': 3.96}","{'text': 'coconut to', 'start': 10.96, 'duration': 4.839}","{'text': 'drink you hold that for me thanks second', 'start': 12.679, 'duration': 5.841}","{'text': ""way you turn the coconut over it's got a"", 'start': 15.799, 'duration': 4.841}","{'text': 'little belly button down there take the', 'start': 18.52, 'duration': 4.839}","{'text': 'blunt side of a', 'start': 20.64, 'duration': 2.719}","{'text': 'knife crack it open and you do it like', 'start': 25.679, 'duration': 6.281}","{'text': ""this and you've got a cup"", 'start': 28.48, 'duration': 3.48}","{'text': ""that's how you open a coconut"", 'start': 35.239, 'duration': 2.961}",,,,,,,,,,,,,,,,,,,,,,,
660,"{'text': 'this is why you should eat your steak', 'start': 0.24, 'duration': 4.119}","{'text': 'medium rare there are many nutrients in', 'start': 2.28, 'duration': 4.16}","{'text': 'steak but some of these are actually', 'start': 4.359, 'duration': 4.481}","{'text': 'denatured by heat especially things like', 'start': 6.44, 'duration': 4.68}","{'text': 'torine and some of your other B vitamins', 'start': 8.84, 'duration': 3.44}","{'text': ""so you don't want to make your steak"", 'start': 11.12, 'duration': 2.599}","{'text': 'well done because you can denature some', 'start': 12.28, 'duration': 3.279}","{'text': 'of the good compounds in there partially', 'start': 13.719, 'duration': 3.48}","{'text': 'aside from the fact that a medium or a', 'start': 15.559, 'duration': 3.72}","{'text': 'medium rare steak is much more delicious', 'start': 17.199, 'duration': 3.801}","{'text': ""than a well done steak you're going to"", 'start': 19.279, 'duration': 3.24}","{'text': 'be getting more of the nutrients out of', 'start': 21.0, 'duration': 4.0}","{'text': ""your steak if you don't overcook it so"", 'start': 22.519, 'duration': 3.881}","{'text': 'make sure to leave a little bit of red', 'start': 25.0, 'duration': 2.88}","{'text': 'in the middle of your steak and eat it', 'start': 26.4, 'duration': 4.44}","{'text': 'medium rare', 'start': 27.88, 'duration': 2.96}",,,,,,,,,,,,,,,,,,,,
661,"{'text': 'look at this you guys it looks like a', 'start': 0.399, 'duration': 4.281}","{'text': 'piece of coyote poo or something but', 'start': 2.44, 'duration': 4.999}","{'text': ""it's a Tamarind it's a fruit that grows"", 'start': 4.68, 'duration': 6.119}","{'text': 'in Costa R Thailand other places in the', 'start': 7.439, 'duration': 5.761}","{'text': 'world crack the outer', 'start': 10.799, 'duration': 4.72}","{'text': 'shell consumption of Tamarind has', 'start': 13.2, 'duration': 5.32}","{'text': 'actually been shown to increase', 'start': 15.519, 'duration': 4.76}","{'text': 'excretion of', 'start': 18.52, 'duration': 4.16}","{'text': 'fluoride the chemical found in your', 'start': 20.279, 'duration': 4.601}","{'text': 'drinking water in', 'start': 22.68, 'duration': 4.08}","{'text': 'toothpaste all kinds of stuff that', 'start': 24.88, 'duration': 3.44}","{'text': 'accumulates in your bones your kidneys', 'start': 26.76, 'duration': 2.96}","{'text': 'your pineal gland look it even looks', 'start': 28.32, 'duration': 3.16}","{'text': 'more like like a poop right now but it', 'start': 29.72, 'duration': 2.879}","{'text': ""tastes pretty good there's like little"", 'start': 31.48, 'duration': 4.16}","{'text': ""seeds in here that I'll spit out"", 'start': 32.599, 'duration': 4.881}","{'text': 'but I', 'start': 35.64, 'duration': 3.88}","{'text': 'mean I would eat things that look like', 'start': 37.48, 'duration': 3.52}","{'text': 'poo if it helped me get rid of fluoride', 'start': 39.52, 'duration': 2.8}","{'text': ""that I've been accumulating my whole"", 'start': 41.0, 'duration': 3.16}","{'text': ""life I don't use toothpaste with"", 'start': 42.32, 'duration': 3.2}","{'text': ""fluoride I don't even use toothpaste at"", 'start': 44.16, 'duration': 3.399}","{'text': ""all right now I definitely don't drink"", 'start': 45.52, 'duration': 2.92}","{'text': 'water with', 'start': 47.559, 'duration': 3.281}","{'text': ""fluoride but if you've been drinking"", 'start': 48.44, 'duration': 4.959}","{'text': 'fluoridated water or using garbage', 'start': 50.84, 'duration': 5.039}","{'text': ""toothpaste your whole life Tamarind it's"", 'start': 53.399, 'duration': 5.401}","{'text': 'actually pretty cool', 'start': 55.879, 'duration': 2.921}",,,,,,,,
